SN,Paper Title,DOI,Domain,Year,umap_x,umap_y,umap_x_minilm,umap_y_minilm,umap_x_mpnet,umap_y_mpnet,umap_x_specter,umap_y_specter,cited_by_count,is_oa,oa_status,oa_url
528,Towards a Critical Race Methodology in Algorithmic Fairness,https://doi.org/10.1145/3351095.3372826,General Fairness & Bias Mitigation,2020,6.725903,4.372363,6.8169284,8.084409,6.725903,4.372363,3.3027406,2.7017126,287,True,gold,https://dl.acm.org/doi/pdf/10.1145/3351095.3372826
529,Mitigating Bias in Algorithmic Hiring: Evaluating Claims and Practices,https://doi.org/10.1145/3351095.3372828,General Fairness & Bias Mitigation,2020,6.2918735,4.420114,6.934189,7.331212,6.2918735,4.420114,4.1550345,3.534085,634,True,gold,https://dl.acm.org/action/downloadSupplement?doi=10.1145%2F3351095.3372828&file=p469-raghavan-supp.pdf&download=true
530,Reducing Sentiment Polarity for Demographic Attributes in Word Embeddings using Adversarial Learning,https://doi.org/10.1145/3351095.3372837,LLMs & NLP,2020,2.0888503,5.4351883,9.483874,4.3874044,2.0888503,5.4351883,1.9174056,8.172768,38,False,closed,
531,Bias in Word Embeddings,https://doi.org/10.1145/3351095.3372843,LLMs & NLP,2020,2.1467443,5.3394694,9.447849,4.281139,2.1467443,5.3394694,1.7475498,8.089395,87,True,gold,https://dl.acm.org/doi/pdf/10.1145/3351095.3372843
532,Towards Fairer Datasets: Filtering and Balancing the Distribution of the People Subtree in the ImageNet Hierarchy,https://doi.org/10.48550/arxiv.1912.07726,General Fairness & Bias Mitigation,2020,3.869461,5.9471745,7.988948,4.7670765,3.869461,5.9471745,0.586681,5.276758,24,True,green,https://doi.org/10.48550/arxiv.1912.07726
533,Interventions for Ranking in the Presence of Implicit Bias,https://doi.org/10.1145/3351095.3372858,General Fairness & Bias Mitigation,2020,7.571958,5.181256,5.751581,7.665572,7.571958,5.181256,3.6394663,3.6528933,5,True,gold,https://dl.acm.org/doi/pdf/10.1145/3351095.3372858
534,"Counterfactual Risk Assessments, Evaluation, and Fairness",https://doi.org/10.1145/3351095.3372851,General Fairness & Bias Mitigation,2020,7.164039,3.5876179,7.622864,8.576596,7.164039,3.5876179,4.5644517,2.5552473,9,True,gold,https://dl.acm.org/doi/pdf/10.1145/3351095.3372851
535,Case Study: Predictive Fairness to Reduce Misdemeanor Recidivism Through Social Service Interventions,https://doi.org/10.1145/3351095.3372863,General Fairness & Bias Mitigation,2020,7.199824,3.7190726,7.5093317,8.496725,7.199824,3.7190726,4.692731,2.5276265,32,True,green,https://arxiv.org/pdf/2001.09233
536,The False Promise of Risk Assessments: Epistemic Reform and the Limits of Fairness,https://doi.org/10.1145/3351095.3372869,General Fairness & Bias Mitigation,2020,7.1144633,3.8288317,7.415426,8.472282,7.1144633,3.8288317,4.535924,2.60198,82,True,gold,https://dl.acm.org/doi/pdf/10.1145/3351095.3372869
537,On the Apparent Conflict Between Individual and Group Fairness,https://doi.org/10.1145/3351095.3372864,General Fairness & Bias Mitigation,2020,6.750987,4.9522624,5.6242976,7.012566,6.750987,4.9522624,1.9863486,2.381795,21,True,green,https://arxiv.org/pdf/1912.06883
538,Fairness Is Not Static: Deeper Understanding of Long Term Fairness via Agents and Environments,https://doi.org/10.1145/3351095.3372878,General Fairness & Bias Mitigation,2020,6.7550473,5.3348846,6.551251,6.546355,6.7550473,5.3348846,1.7748702,3.1759608,160,True,gold,https://dl.acm.org/doi/pdf/10.1145/3351095.3372878
539,Data in New Delhi's Predictive Policing System,https://doi.org/10.1145/3351095.3372865,General Fairness & Bias Mitigation,2020,6.8370414,3.8214457,7.64664,8.262345,6.8370414,3.8214457,5.0133777,2.342893,50,False,closed,
540,Auditing Radicalization Pathways on YouTube,https://doi.org/10.1145/3351095.3372879,General Fairness & Bias Mitigation,2020,3.447092,5.0810585,8.768905,4.09011,3.447092,5.0810585,-1.3027307,7.9818215,48,True,gold,https://dl.acm.org/action/downloadSupplement?doi=10.1145%2F3351095.3372879&file=p131-ribeiro-supp.pdf&download=true
541,Differential Tweetment,https://doi.org/10.1145/3442188.3445875,General Fairness & Bias Mitigation,2021,3.158658,5.1898327,8.911032,4.2584357,3.158658,5.1898327,1.4168746,8.277818,31,True,gold,https://dl.acm.org/doi/pdf/10.1145/3442188.3445875
542,Biases in Generative Art: A Causal Look from the Lens of Art History,https://doi.org/10.48550/arxiv.2010.13266,LLMs & NLP,2021,4.978133,4.650089,8.25227,6.518607,4.978133,4.650089,1.9373146,6.001636,9,True,green,https://arxiv.org/pdf/2010.13266
543,Image Representations Learned With Unsupervised Pre-Training Contain Human-like Biases,https://doi.org/10.1145/3442188.3445932,General Fairness & Bias Mitigation,2021,3.8716898,5.865441,7.9946265,4.850671,3.8716898,5.865441,0.5755533,5.2505913,152,True,gold,https://dl.acm.org/doi/pdf/10.1145/3442188.3445932
544,"One Label, One Billion Faces: Usage and Consistency of Racial Categories in Computer Vision",https://doi.org/10.48550/arxiv.2102.02320,General Fairness & Bias Mitigation,2021,4.7887163,5.5260444,7.687287,5.1056194,4.7887163,5.5260444,0.82871354,5.1084647,10,True,green,http://arxiv.org/abs/2102.02320
545,BOLD: Dataset and Metrics for Measuring Biases in Open-Ended Language Generation,https://doi.org/10.1145/3442188.3445924,LLMs & NLP,2021,2.3119316,5.660016,9.514638,3.9561844,2.3119316,5.660016,2.0157778,8.742557,191,True,green,https://arxiv.org/pdf/2101.11718
546,Towards Cross-Lingual Generalization of Translation Gender Bias,https://doi.org/10.1145/3442188.3445907,LLMs & NLP,2021,2.0165143,5.6957774,9.934922,4.0689764,2.0165143,5.6957774,2.5624573,8.17289,22,True,gold,https://dl.acm.org/doi/pdf/10.1145/3442188.3445907
547,Algorithmic Fairness in Predicting Opioid Use Disorder using Machine Learning,https://doi.org/10.1145/3442188.3445891,Health & Clinical AI,2021,5.8226113,0.945829,10.0793915,8.646981,5.8226113,0.945829,6.090742,4.2957225,9,False,closed,
548,Fairness Violations and Mitigation under Covariate Shift,https://doi.org/10.1145/3442188.3445865,General Fairness & Bias Mitigation,2021,6.6852517,6.179427,10.765571,8.524083,6.6852517,6.179427,2.1819158,2.7539294,40,True,green,https://arxiv.org/pdf/1911.00677
549,Towards Fair Deep Anomaly Detection,https://doi.org/10.1145/3442188.3445878,General Fairness & Bias Mitigation,2021,6.3989615,6.3359437,7.4037833,5.409786,6.3989615,6.3359437,1.9184177,3.405298,28,True,gold,https://dl.acm.org/doi/pdf/10.1145/3442188.3445878
550,Measurement and Fairness,https://doi.org/10.1145/3442188.3445901,General Fairness & Bias Mitigation,2021,6.9729886,4.63946,5.8237104,7.358367,6.9729886,4.63946,2.7500236,2.7529204,202,True,gold,https://dl.acm.org/doi/pdf/10.1145/3442188.3445901
551,Re-imagining Algorithmic Fairness in India and Beyond,https://doi.org/10.1145/3442188.3445896,General Fairness & Bias Mitigation,2021,5.1838093,4.1918297,7.360051,7.314116,5.1838093,4.1918297,3.5490556,6.0757775,8,True,gold,https://dl.acm.org/doi/pdf/10.1145/3442188.3445896
552,"""This Whole Thing Smacks of Gender"": Algorithmic Exclusion in Bioimpedance-based Body Composition Analysis",https://doi.org/10.48550/arxiv.2101.08325,Health & Clinical AI,2021,6.127254,0.99399096,9.873304,4.5491114,6.127254,0.99399096,2.0266633,5.261395,2,True,green,https://arxiv.org/pdf/2101.08325
553,Censorship of Online Encyclopedias: Implications for NLP Models,https://doi.org/10.1145/3442188.3445916,LLMs & NLP,2021,2.9071937,5.3573947,8.935365,4.255342,2.9071937,5.3573947,1.7415732,8.122696,10,True,gold,https://dl.acm.org/doi/pdf/10.1145/3442188.3445916
554,When the Umpire is also a Player: Bias in Private Label Product Recommendations on E-commerce Marketplaces,https://doi.org/10.48550/arxiv.2102.00141,Recommender Systems,2021,11.087819,5.823117,4.8330183,2.516502,11.087819,5.823117,-1.7420665,7.9072165,4,True,green,https://arxiv.org/pdf/2102.00141
555,Fairness in Risk Assessment Instruments: Post-Processing to Achieve Counterfactual Equalized Odds,https://doi.org/10.1145/3442188.3445902,General Fairness & Bias Mitigation,2021,7.2239194,3.6608872,7.517635,8.497672,7.2239194,3.6608872,4.6393356,2.5409098,50,True,gold,https://dl.acm.org/doi/pdf/10.1145/3442188.3445902
556,Removing Spurious Features can Hurt Accuracy and Affect Groups Disproportionately,https://doi.org/10.1145/3442188.3445883,General Fairness & Bias Mitigation,2021,5.7966948,6.074322,6.6320596,5.5061407,5.7966948,6.074322,1.750148,8.732988,36,False,closed,
557,The Effect of Differential Victim Crime Reporting on Predictive Policing Systems,https://doi.org/10.1145/3442188.3445877,General Fairness & Bias Mitigation,2021,7.0665216,3.8886366,7.617403,8.307394,7.0665216,3.8886366,5.054349,2.3788576,36,True,gold,https://dl.acm.org/doi/pdf/10.1145/3442188.3445877
558,Detecting Discriminatory Risk through Data Annotation Based on Bayesian Inferences,https://doi.org/10.1145/3442188.3445940,General Fairness & Bias Mitigation,2021,5.7301097,5.761288,7.0240045,6.6060553,5.7301097,5.761288,1.3509805,3.4196346,17,False,closed,
559,Avoiding Disparity Amplification under Different Worldviews,https://doi.org/10.1145/3442188.3445892,General Fairness & Bias Mitigation,2021,7.27038,5.0034027,5.437675,7.151091,7.27038,5.0034027,2.9059978,2.288973,22,True,gold,https://dl.acm.org/doi/pdf/10.1145/3442188.3445892
560,The Effect of the Rooney Rule on Implicit Bias in the Long Term,https://doi.org/10.1145/3442188.3445930,General Fairness & Bias Mitigation,2021,7.500763,5.1035066,5.757791,7.6703854,7.500763,5.1035066,3.8311253,3.6028857,2,True,green,https://arxiv.org/pdf/2010.10992
561,Can You Fake It Until You Make It? Impacts of Differentially Private GAN Outputs in Clinical Settings,https://doi.org/10.1145/3442188.3445879,Health & Clinical AI,2021,6.266187,6.4861937,7.358383,5.4400334,6.266187,6.4861937,1.4023806,2.6041756,38,True,gold,https://dl.acm.org/doi/pdf/10.1145/3442188.3445879
562,Leveraging Administrative Data for Bias Audits: A Case Study in Child Welfare Decision Making,https://doi.org/10.1145/3442188.3445881,General Fairness & Bias Mitigation,2021,7.434602,4.621136,9.329268,8.749501,7.434602,4.621136,5.2279787,3.1543248,2,True,gold,https://dl.acm.org/doi/pdf/10.1145/3442188.3445881
563,Fair Clustering via Equitable Group Representations,https://doi.org/10.1145/3442188.3445913,General Fairness & Bias Mitigation,2021,7.67388,5.845858,5.2415357,6.9266906,7.67388,5.845858,2.6406798,2.232988,48,True,green,https://arxiv.org/pdf/2006.11009
564,Narratives and Counternarratives on Data Sharing in Africa,https://doi.org/10.1145/3442188.3445897,General Fairness & Bias Mitigation,2021,5.891207,4.116403,7.4068074,6.9284816,5.891207,4.116403,1.1523125,3.5545583,91,True,green,https://arxiv.org/pdf/2103.01168
565,Group Fairness: Independence Revisited,https://doi.org/10.1145/3442188.3445876,General Fairness & Bias Mitigation,2021,7.151929,5.1109533,5.566377,7.085393,7.151929,5.1109533,2.926056,2.49593,29,False,closed,
566,Taxonomy of Risks posed by Language Models,https://doi.org/10.1145/3531146.3533088,LLMs & NLP,2022,2.9240887,5.05251,9.131441,4.9076653,2.9240887,5.05251,2.6584027,7.7612963,606,True,hybrid,https://dl.acm.org/doi/pdf/10.1145/3531146.3533088
567,Exploring How Machine Learning Practitioners (Try To) Use Fairness Toolkits,https://doi.org/10.1145/3531146.3533113,General Fairness & Bias Mitigation,2022,6.2255163,5.448041,6.1060734,6.761901,6.2255163,5.448041,2.671089,3.340589,89,True,hybrid,https://dl.acm.org/doi/pdf/10.1145/3531146.3533113
568,"Towards Intersectionality in Machine Learning: Including More Identities, Handling Underrepresentation, and Performing Evaluation",https://doi.org/10.1145/3531146.3533101,General Fairness & Bias Mitigation,2022,7.2147756,5.050163,6.1781044,5.978741,7.2147756,5.050163,1.5922971,2.8763974,84,True,hybrid,https://dl.acm.org/doi/pdf/10.1145/3531146.3533101
569,"Tackling Algorithmic Disability Discrimination in the Hiring Process: An Ethical, Legal and Technical Analysis",https://doi.org/10.1145/3531146.3533169,General Fairness & Bias Mitigation,2022,6.1040716,4.4972425,7.7841735,6.8724036,6.1040716,4.4972425,4.238173,3.7334623,77,True,green,https://arxiv.org/pdf/2206.06149
570,The Road to Explainability is Paved with Bias: Measuring the Fairness of Explanations,https://doi.org/10.1145/3531146.3533179,General Fairness & Bias Mitigation,2022,5.880267,3.73715,8.846672,7.445997,5.880267,3.73715,3.1410391,4.4398627,65,True,hybrid,https://dl.acm.org/doi/pdf/10.1145/3531146.3533179
571,"Are ""Intersectionally Fair"" AI Algorithms Really Fair to Women of Color? A Philosophical Analysis",https://doi.org/10.1145/3531146.3533114,General Fairness & Bias Mitigation,2022,6.702424,4.7114587,6.3858852,7.603094,6.702424,4.7114587,2.1924982,3.8126984,56,False,closed,
572,The Spotlight: A General Method for Discovering Systematic Errors in Deep Learning Models,https://doi.org/10.1145/3531146.3533240,General Fairness & Bias Mitigation,2022,5.6317773,6.1584663,7.664691,5.0045056,5.6317773,6.1584663,0.46851924,4.997598,54,False,closed,
573,Language Variation and Algorithmic Bias: Understanding Algorithmic Bias in British English Automatic Speech Recognition,https://doi.org/10.1145/3531146.3533117,LLMs & NLP,2022,3.0140643,4.866016,9.045595,4.726973,3.0140643,4.866016,3.0283587,7.550501,50,True,green,https://www.research.ed.ac.uk/en/publications/dfb8c6cc-f26b-497a-a3ad-2411bb8d94e3
574,Robots Enact Malignant Stereotypes,https://doi.org/10.1145/3531146.3533138,General Fairness & Bias Mitigation,2022,4.0388446,5.5874867,8.198841,4.7868137,4.0388446,5.5874867,0.6875328,5.230024,50,True,hybrid,https://dl.acm.org/doi/pdf/10.1145/3531146.3533138
575,Demographic-Reliant Algorithmic Fairness: Characterizing the Risks of Demographic Data Collection in the Pursuit of Fairness,https://doi.org/10.1145/3531146.3533226,General Fairness & Bias Mitigation,2022,7.107576,4.456431,6.7478814,8.132944,7.107576,4.456431,3.5671248,2.5766213,46,False,closed,
576,"Fair Ranking: A Critical Review, Challenges, and Future Directions",https://doi.org/10.1145/3531146.3533238,General Fairness & Bias Mitigation,2022,10.705774,5.5853486,4.592927,3.1969376,10.705774,5.5853486,-1.306636,6.871168,45,False,closed,
577,"Theories of ""Gender"" in NLP Bias Research",https://doi.org/10.1145/3531146.3534627,LLMs & NLP,2022,2.1037347,5.3915477,9.771909,4.25555,2.1037347,5.3915477,2.6475008,8.2129345,43,True,bronze,https://dl.acm.org/doi/pdf/10.1145/3531146.3534627
578,Measuring Representational Harms in Image Captioning,https://doi.org/10.1145/3531146.3533099,LLMs & NLP,2022,3.3845475,5.6941104,8.387383,4.7688947,3.3845475,5.6941104,0.53527373,5.978207,35,True,hybrid,https://dl.acm.org/doi/pdf/10.1145/3531146.3533099
579,"Net Benefit, Calibration, Threshold Selection, and Training Objectives for Algorithmic Fairness in Healthcare",https://doi.org/10.1145/3531146.3533166,Health & Clinical AI,2022,5.9051104,0.63127553,10.509397,8.8216095,5.9051104,0.63127553,6.0777445,4.56386,29,False,closed,
580,Bias in Automated Speaker Recognition,https://doi.org/10.1145/3531146.3533089,LLMs & NLP,2022,4.556533,5.241973,8.818884,4.743774,4.556533,5.241973,3.0899935,7.455594,44,True,hybrid,https://dl.acm.org/doi/pdf/10.1145/3531146.3533089
581,Gender and Racial Bias in Visual Question Answering Datasets,https://doi.org/10.1145/3531146.3533184,LLMs & NLP,2022,3.78521,6.02024,8.061012,4.8026304,3.78521,6.02024,0.633015,5.413931,34,True,hybrid,https://doi.org/10.1145/3531146.3533184
582,Exploring the Role of Grammar and Word Choice in Bias Toward African American English (AAE) in Hate Speech Classification,https://doi.org/10.1145/3531146.3533144,LLMs & NLP,2022,2.8548012,5.174738,9.019673,4.235464,2.8548012,5.174738,1.6539929,8.17268,34,True,hybrid,https://dl.acm.org/doi/pdf/10.1145/3531146.3533144
583,"De-biasing ""Bias"" Measurement",https://doi.org/10.1145/3531146.3533105,General Fairness & Bias Mitigation,2022,7.075435,5.568018,5.577533,7.1659184,7.075435,5.568018,2.871685,2.3963442,28,True,green,https://arxiv.org/pdf/2205.05770
584,Markedness in Visual Semantic AI,https://doi.org/10.1145/3531146.3533183,General Fairness & Bias Mitigation,2022,3.7291796,6.0916224,8.059547,4.7593904,3.7291796,6.0916224,0.5484014,5.7034955,28,True,bronze,https://dl.acm.org/doi/pdf/10.1145/3531146.3533183
585,Multi-Disciplinary Fairness Considerations in Machine Learning for Clinical Trials,https://doi.org/10.1145/3531146.3533154,Health & Clinical AI,2022,5.7676077,0.7432671,10.016358,8.738176,5.7676077,0.7432671,6.1855335,4.6072693,26,True,hybrid,https://dl.acm.org/doi/pdf/10.1145/3531146.3533154
586,What is Proxy Discrimination?,https://doi.org/10.1145/3531146.3533242,General Fairness & Bias Mitigation,2022,6.7522206,4.2659984,6.733663,7.930808,6.7522206,4.2659984,2.9912117,2.2082694,26,True,hybrid,https://dl.acm.org/doi/pdf/10.1145/3531146.3533242
587,Achieving Fairness via Post-Processing in Web-Scale Recommender Systems,https://doi.org/10.1145/3531146.3533136,Recommender Systems,2022,10.376096,5.6526985,4.6170774,3.2325654,10.376096,5.6526985,-1.3638617,7.044708,22,False,closed,
588,Providing Item-Side Individual Fairness for Deep Recommender Systems,https://doi.org/10.1145/3531146.3533079,Recommender Systems,2022,10.670817,6.46186,5.487528,2.7700922,10.670817,6.46186,-2.288781,7.8481507,21,False,closed,
589,Algorithmic Fairness and Vertical Equity: Income Fairness with IRS Tax Audit Models,https://doi.org/10.1145/3531146.3533204,General Fairness & Bias Mitigation,2022,7.384455,4.978536,6.337777,7.4989977,7.384455,4.978536,3.762089,2.8647168,21,True,hybrid,https://dl.acm.org/doi/pdf/10.1145/3531146.3533204
590,"Female, White, 27? Bias Evaluation on Data and Algorithms for Affect Recognition in Faces",https://doi.org/10.1145/3531146.3533159,General Fairness & Bias Mitigation,2022,4.9693213,5.7682657,8.044903,5.0557604,4.9693213,5.7682657,1.1116074,5.0286007,19,True,hybrid,https://dl.acm.org/doi/pdf/10.1145/3531146.3533159
591,Adaptive Sampling Strategies to Construct Equitable Training Datasets,https://doi.org/10.1145/3531146.3533203,General Fairness & Bias Mitigation,2022,6.868181,6.081247,6.654634,5.470301,6.868181,6.081247,0.9590225,3.7405713,18,False,closed,
592,Fairness Indicators for Systematic Assessments of Visual Feature Extractors,https://doi.org/10.1145/3531146.3533074,General Fairness & Bias Mitigation,2022,4.9173083,5.508022,7.854792,5.0813885,4.9173083,5.508022,0.62017155,5.1407337,17,False,closed,
593,A Data-Driven Analysis of the Interplay between Criminological Theory and Predictive Policing Algorithms,https://doi.org/10.1145/3531146.3533071,General Fairness & Bias Mitigation,2022,7.0601034,3.8161361,7.618057,8.286732,7.0601034,3.8161361,5.025924,2.3758345,17,False,closed,
594,Surfacing Racial Stereotypes through Identity Portrayal,https://doi.org/10.1145/3531146.3533217,LLMs & NLP,2022,3.8307233,4.289067,9.1546545,4.943106,3.8307233,4.289067,4.345534,2.384496,14,False,closed,
595,Evidence for Hypodescent in Visual Semantic AI,https://doi.org/10.1145/3531146.3533185,General Fairness & Bias Mitigation,2022,3.7487085,5.982554,8.129913,4.7553673,3.7487085,5.982554,0.56912637,5.684289,15,True,bronze,https://dl.acm.org/doi/pdf/10.1145/3531146.3533185
596,Is Calibration a Fairness Requirement?,https://doi.org/10.1145/3531146.3533245,General Fairness & Bias Mitigation,2022,7.086807,5.404967,5.5136094,7.087211,7.086807,5.404967,1.9595022,2.178523,11,True,green,https://arxiv.org/pdf/2205.05512
597,Subverting Fair Image Search with Generative Adversarial Perturbations,https://doi.org/10.1145/3531146.3533128,General Fairness & Bias Mitigation,2022,10.12913,5.6607237,7.219331,5.3748555,10.12913,5.6607237,-1.2527573,6.867223,10,True,hybrid,https://dl.acm.org/doi/pdf/10.1145/3531146.3533128
598,FADE: FAir Double Ensemble Learning for Observable and Counterfactual Outcomes,https://doi.org/10.1145/3531146.3533167,Health & Clinical AI,2022,6.8532724,6.247549,5.661187,6.393943,6.8532724,6.247549,2.0689259,2.570039,9,False,closed,
599,Selection in the Presence of Implicit Bias: The Advantage of Intersectional Constraints,https://doi.org/10.1145/3531146.3533124,General Fairness & Bias Mitigation,2022,7.5501184,5.1365867,5.725546,7.6227818,7.5501184,5.1365867,3.7260685,3.458053,8,False,closed,
600,ABCinML: Anticipatory Bias Correction in Machine Learning Applications,https://doi.org/10.1145/3531146.3533211,General Fairness & Bias Mitigation,2022,6.6156454,6.0851483,6.391375,5.8913884,6.6156454,6.0851483,1.227961,3.0162876,7,False,closed,
601,Trade-offs between Group Fairness Metrics in Societal Resource Allocation,https://doi.org/10.1145/3531146.3533171,General Fairness & Bias Mitigation,2022,7.4432807,4.883187,5.7786546,7.292727,7.4432807,4.883187,3.9140425,2.9110947,7,True,hybrid,https://dl.acm.org/doi/pdf/10.1145/3531146.3533171
602,Minimax Demographic Group Fairness in Federated Learning,https://doi.org/10.1145/3531146.3533081,General Fairness & Bias Mitigation,2022,6.481908,6.699291,9.823458,6.9057393,6.481908,6.699291,1.2683215,2.3989031,3,True,green,https://arxiv.org/pdf/2201.08304
603,Fair Representation Clustering with Several Protected Classes,https://doi.org/10.1145/3531146.3533146,General Fairness & Bias Mitigation,2022,7.6741858,5.916061,5.2037854,6.890308,7.6741858,5.916061,2.4035041,2.0116935,2,False,closed,
604,Improving Fairness in AI Models on Electronic Health Records: The Case for Federated Learning Methods,https://doi.org/10.1145/3593013.3594102,Health & Clinical AI,2023,5.56066,0.18916593,10.815529,8.395022,5.56066,0.18916593,1.3518628,2.550974,63,True,green,https://pmc.ncbi.nlm.nih.gov/articles/PMC10661580/pdf/nihms-1911125.pdf
605,Discrimination through Image Selection by Job Advertisers on Facebook,https://doi.org/10.1145/3593013.3594115,General Fairness & Bias Mitigation,2023,6.8522587,4.3493385,6.3468947,7.9267783,6.8522587,4.3493385,4.1235147,3.336735,8,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594115
606,Group-Fair Classification with Strategic Agents,https://doi.org/10.1145/3593013.3594006,General Fairness & Bias Mitigation,2023,7.31152,5.651153,5.817678,6.9268622,7.31152,5.651153,2.0660954,2.3195133,2,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594006
607,In the Name of Fairness: Assessing the Bias in Clinical Record De-Identification,https://doi.org/10.1145/3593013.3593982,Health & Clinical AI,2023,5.812975,1.1171473,10.621695,7.7219787,5.812975,1.1171473,5.57626,5.253353,16,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3593982
608,"""I'm Fully Who I Am"": Towards Centering Transgender and Non-Binary Voices to Measure Biases in Open Language Generation",https://doi.org/10.1145/3593013.3594078,LLMs & NLP,2023,2.3422928,5.3947725,9.882623,4.295204,2.3422928,5.3947725,2.125357,7.7074146,38,True,green,https://arxiv.org/pdf/2305.09941
609,Multi-Dimensional Discrimination in Law and Machine Learning: A Comparative Overview,https://doi.org/10.1145/3593013.3593979,General Fairness & Bias Mitigation,2023,6.6477017,4.9297595,6.5682073,7.5285244,6.6477017,4.9297595,2.6720476,3.4325259,20,False,closed,
610,Easily Accessible Text-to-Image Generation Amplifies Demographic Stereotypes at Large Scale,https://doi.org/10.1145/3593013.3594095,LLMs & NLP,2023,3.7046876,5.7136884,8.335463,4.7701,3.7046876,5.7136884,0.6207314,5.7591677,265,False,closed,
611,Does AI-Assisted Fact-Checking Disproportionately Benefit Majority Groups Online?,https://doi.org/10.1145/3593013.3594013,General Fairness & Bias Mitigation,2023,3.3171554,5.337005,8.619503,3.8007855,3.3171554,5.337005,0.86500055,8.269118,6,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594013
612,Diverse Perspectives Can Mitigate Political Bias in Crowdsourced Content Moderation,https://doi.org/10.1145/3593013.3594080,General Fairness & Bias Mitigation,2023,3.3111682,5.3442197,8.652577,3.8428586,3.3111682,5.3442197,0.7136543,8.175608,6,True,green,https://arxiv.org/pdf/2305.14500
613,Preventing Discriminatory Decision-Making in Evolving Data Streams,https://doi.org/10.1145/3593013.3593984,General Fairness & Bias Mitigation,2023,6.5023828,6.0222845,6.1394143,6.259883,6.5023828,6.0222845,1.8372208,2.8641362,21,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3593984
614,Fairer Together: Mitigating Disparate Exposure in Kemeny Rank Aggregation,https://doi.org/10.1145/3593013.3594085,General Fairness & Bias Mitigation,2023,10.3457575,5.5510206,4.564764,3.2823641,10.3457575,5.5510206,-1.412751,6.9668617,9,False,closed,
615,Detecting Disparities in Police Deployments Using Dashcam Data,https://doi.org/10.1145/3593013.3594020,General Fairness & Bias Mitigation,2023,7.0152893,3.9046543,7.601151,8.292924,7.0152893,3.9046543,5.0728493,2.3778572,13,True,green,https://arxiv.org/pdf/2305.15210
616,"Cross-Institutional Transfer Learning for Educational Models: Implications for Model Performance, Fairness, and Equity",https://doi.org/10.1145/3593013.3594107,General Fairness & Bias Mitigation,2023,7.0777874,5.2031446,5.751744,7.257951,7.0777874,5.2031446,2.3540683,2.7165117,17,True,green,https://arxiv.org/pdf/2305.00927
617,Bias Against 93 Stigmatized Groups in Masked Language Models and Downstream Sentiment Classification Tasks,https://doi.org/10.1145/3593013.3594109,LLMs & NLP,2023,3.8301344,4.2798533,9.168795,4.9666286,3.8301344,4.2798533,4.3496766,2.402093,46,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594109
618,Contrastive Language-Vision AI Models Pretrained on Web-Scraped Multimodal Data Exhibit Sexual Objectification Bias,https://doi.org/10.1145/3593013.3594072,LLMs & NLP,2023,3.8296044,4.2764196,9.191942,4.983593,3.8296044,4.2764196,4.337531,2.381303,33,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594072
619,"""I Wouldn't Say Offensive but..."": Disability-Centered Perspectives on Large Language Models",https://doi.org/10.1145/3593013.3593989,LLMs & NLP,2023,2.7594848,5.039571,8.915381,4.738957,2.7594848,5.039571,2.4748576,7.9274416,131,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3593989
620,Disparities in Text-to-Image Model Concept Possession Across Languages,,LLMs & NLP,2023,3.3964489,6.057298,8.030757,4.272882,3.3964489,6.057298,0.649349,5.829885,0,,,
621,The Privacy-Bias Tradeoff: Data Minimization and Racial Disparity Assessments in U.S. Government,https://doi.org/10.1145/3593013.3594015,General Fairness & Bias Mitigation,2023,7.3175745,4.657205,6.5803833,8.129354,7.3175745,4.657205,3.5982468,2.653568,16,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594015
622,On The Impact of Machine Learning Randomness on Group Fairness,https://doi.org/10.1145/3593013.3594116,General Fairness & Bias Mitigation,2023,6.8197904,6.3199053,6.1507077,6.0889964,6.8197904,6.3199053,1.835568,2.255455,17,True,gold,https://doi.org/10.1145/3593013.3594116
623,The Dataset Multiplicity Problem: How Unreliable Data Impacts Predictions,https://doi.org/10.1145/3593013.3593988,General Fairness & Bias Mitigation,2023,5.7892075,5.984581,6.688466,5.5419054,5.7892075,5.984581,0.96847296,3.6344116,10,False,closed,
624,Runtime Monitoring of Dynamic Fairness Properties,https://doi.org/10.1145/3593013.3594028,General Fairness & Bias Mitigation,2023,6.847719,5.3137817,6.813974,6.3792224,6.847719,5.3137817,1.8264246,2.7726784,17,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594028
625,Representation Online Matters: Practical End-to-End Diversification in Search and Recommender Systems,https://doi.org/10.1145/3593013.3594112,Recommender Systems,2023,11.000421,5.8510027,5.454709,2.8199584,11.000421,5.8510027,-1.5367018,7.9105563,6,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594112
